subject,metric,roi,mean,sd,nvox
M87170196,RD,JHU_UF_L,0.000450,0.000067,2515
M87171285,L1,JHU_CgC_L,0.001183,0.000179,2228
M87171285,MD,JHU_CgC_L,0.000773,0.000130,2228
M87171285,RD,JHU_CgC_L,0.000568,0.000125,2228
M87171285,L1,JHU_CgC_R,0.001139,0.000210,2231
M87171285,MD,JHU_CgC_R,0.000760,0.000193,2231
M87171285,RD,JHU_CgC_R,0.000571,0.000200,2231
M87171285,L1,JHU_UF_R,0.001012,0.000111,2469
M87171285,MD,JHU_UF_R,0.000607,0.000066,2469
M87171285,RD,JHU_UF_R,0.000405,0.000084,2469
M87171285,L1,JHU_UF_L,0.001081,0.000116,2515
M87171285,MD,JHU_UF_L,0.000680,0.000055,2515
M87171285,RD,JHU_UF_L,0.000479,0.000062,2515
M87171873,L1,JHU_CgC_L,0.001136,0.000199,2228
M87171873,MD,JHU_CgC_L,0.000786,0.000175,2228
M87171873,RD,JHU_CgC_L,0.000612,0.000175,2228
M87171873,L1,JHU_CgC_R,0.001175,0.000276,2231
M87171873,MD,JHU_CgC_R,0.000840,0.000262,2231
M87171873,RD,JHU_CgC_R,0.000672,0.000267,2231
M87171873,L1,JHU_UF_R,0.001092,0.000206,2469
M87171873,MD,JHU_UF_R,0.000710,0.000193,2469
M87171873,RD,JHU_UF_R,0.000519,0.000199,2469
M87171873,L1,JHU_UF_L,0.001150,0.000215,2515
M87171873,MD,JHU_UF_L,0.000766,0.000216,2515
M87171873,RD,JHU_UF_L,0.000575,0.000227,2515
M87173792,L1,JHU_CgC_L,0.001185,0.000128,2228
M87173792,MD,JHU_CgC_L,0.000758,0.000087,2228
M87173792,RD,JHU_CgC_L,0.000544,0.000101,2228
M87173792,L1,JHU_CgC_R,0.001115,0.000183,2231
M87173792,MD,JHU_CgC_R,0.000745,0.000151,2231
M87173792,RD,JHU_CgC_R,0.000560,0.000152,2231
M87173792,L1,JHU_UF_R,0.001042,0.000107,2469
M87173792,MD,JHU_UF_R,0.000616,0.000054,2469
M87173792,RD,JHU_UF_R,0.000403,0.000067,2469
M87173792,L1,JHU_UF_L,0.001077,0.000081,2515
M87173792,MD,JHU_UF_L,0.000668,0.000038,2515
M87173792,RD,JHU_UF_L,0.000463,0.000046,2515
M87173818,L1,JHU_CgC_L,0.001145,0.000149,2228
M87173818,MD,JHU_CgC_L,0.000744,0.000112,2228
M87173818,RD,JHU_CgC_L,0.000544,0.000114,2228
M87173818,L1,JHU_CgC_R,0.001099,0.000185,2231
M87173818,MD,JHU_CgC_R,0.000746,0.000156,2231
M87173818,RD,JHU_CgC_R,0.000569,0.000160,2231
M87173818,L1,JHU_UF_R,0.001005,0.000097,2469
M87173818,MD,JHU_UF_R,0.000609,0.000071,2469
M87173818,RD,JHU_UF_R,0.000410,0.000086,2469
M87173818,L1,JHU_UF_L,0.001039,0.000089,2515
M87173818,MD,JHU_UF_L,0.000651,0.000060,2515
M87173818,RD,JHU_UF_L,0.000457,0.000073,2515
M87175019,L1,JHU_CgC_L,0.001138,0.000173,2228
M87175019,MD,JHU_CgC_L,0.000726,0.000142,2228
M87175019,RD,JHU_CgC_L,0.000520,0.000148,2228
M87175019,L1,JHU_CgC_R,0.001100,0.000230,2231
M87175019,MD,JHU_CgC_R,0.000729,0.000189,2231
M87175019,RD,JHU_CgC_R,0.000543,0.000191,2231
M87175019,L1,JHU_UF_R,0.000965,0.000116,2469
M87175019,MD,JHU_UF_R,0.000582,0.000047,2469
M87175019,RD,JHU_UF_R,0.000391,0.000056,2469
M87175019,L1,JHU_UF_L,0.001030,0.000088,2515
M87175019,MD,JHU_UF_L,0.000629,0.000045,2515
M87175019,RD,JHU_UF_L,0.000428,0.000055,2515
M87175521,L1,JHU_CgC_L,0.001149,0.000133,2228
M87175521,MD,JHU_CgC_L,0.000722,0.000087,2228
M87175521,RD,JHU_CgC_L,0.000509,0.000100,2228
M87175521,L1,JHU_CgC_R,0.001093,0.000196,2231
M87175521,MD,JHU_CgC_R,0.000716,0.000166,2231
M87175521,RD,JHU_CgC_R,0.000527,0.000175,2231
M87175521,L1,JHU_UF_R,0.001000,0.000088,2469
M87175521,MD,JHU_UF_R,0.000604,0.000054,2469
M87175521,RD,JHU_UF_R,0.000406,0.000068,2469
M87175521,L1,JHU_UF_L,0.001050,0.000086,2515
M87175521,MD,JHU_UF_L,0.000664,0.000055,2515
M87175521,RD,JHU_UF_L,0.000471,0.000069,2515
M87175733,L1,JHU_CgC_L,0.001177,0.000148,2228
M87175733,MD,JHU_CgC_L,0.000736,0.000099,2228
M87175733,RD,JHU_CgC_L,0.000516,0.000109,2228
M87175733,L1,JHU_CgC_R,0.001154,0.000152,2231
M87175733,MD,JHU_CgC_R,0.000756,0.000138,2231
M87175733,RD,JHU_CgC_R,0.000558,0.000146,2231
M87175733,L1,JHU_UF_R,0.001057,0.000091,2469
M87175733,MD,JHU_UF_R,0.000633,0.000049,2469
M87175733,RD,JHU_UF_R,0.000421,0.000063,2469
M87175733,L1,JHU_UF_L,0.001086,0.000095,2515
M87175733,MD,JHU_UF_L,0.000656,0.000044,2515
M87175733,RD,JHU_UF_L,0.000441,0.000050,2515
M87177384,L1,JHU_CgC_L,0.001156,0.000177,2228
M87177384,MD,JHU_CgC_L,0.000763,0.000142,2228
M87177384,RD,JHU_CgC_L,0.000567,0.000147,2228
M87177384,L1,JHU_CgC_R,0.001053,0.000133,2231
M87177384,MD,JHU_CgC_R,0.000705,0.000125,2231
M87177384,RD,JHU_CgC_R,0.000532,0.000144,2231
M87177384,L1,JHU_UF_R,0.000973,0.000103,2469
M87177384,MD,JHU_UF_R,0.000596,0.000057,2469
M87177384,RD,JHU_UF_R,0.000408,0.000072,2469
M87177384,L1,JHU_UF_L,0.001054,0.000124,2515
M87177384,MD,JHU_UF_L,0.000655,0.000083,2515
M87177384,RD,JHU_UF_L,0.000455,0.000094,2515
M87178770,L1,JHU_CgC_L,0.001220,0.000136,2228
M87178770,MD,JHU_CgC_L,0.000784,0.000107,2228
M87178770,RD,JHU_CgC_L,0.000566,0.000118,2228
M87178770,L1,JHU_CgC_R,0.001177,0.000148,2231
M87178770,MD,JHU_CgC_R,0.000776,0.000131,2231
M87178770,RD,JHU_CgC_R,0.000575,0.000152,2231
M87178770,L1,JHU_UF_R,0.001046,0.000096,2469
M87178770,MD,JHU_UF_R,0.000633,0.000068,2469
M87178770,RD,JHU_UF_R,0.000427,0.000079,2469
M87178770,L1,JHU_UF_L,0.001105,0.000103,2515
M87178770,MD,JHU_UF_L,0.000692,0.000064,2515
M87178770,RD,JHU_UF_L,0.000485,0.000069,2515
M87179092,L1,JHU_CgC_L,0.001123,0.000120,2228
M87179092,MD,JHU_CgC_L,0.000734,0.000081,2228
M87179092,RD,JHU_CgC_L,0.000540,0.000088,2228
M87179092,L1,JHU_CgC_R,0.001041,0.000177,2231
M87179092,MD,JHU_CgC_R,0.000705,0.000147,2231
M87179092,RD,JHU_CgC_R,0.000537,0.000151,2231
M87179092,L1,JHU_UF_R,0.001018,0.000118,2469
M87179092,MD,JHU_UF_R,0.000606,0.000079,2469
M87179092,RD,JHU_UF_R,0.000400,0.000084,2469
M87179092,L1,JHU_UF_L,0.001053,0.000110,2515
M87179092,MD,JHU_UF_L,0.000655,0.000084,2515
M87179092,RD,JHU_UF_L,0.000456,0.000089,2515
M87179303,L1,JHU_CgC_L,0.001154,0.000112,2228
M87179303,MD,JHU_CgC_L,0.000757,0.000109,2228
M87179303,RD,JHU_CgC_L,0.000558,0.000125,2228
M87179303,L1,JHU_CgC_R,0.001130,0.000211,2231
M87179303,MD,JHU_CgC_R,0.000761,0.000195,2231
M87179303,RD,JHU_CgC_R,0.000577,0.000202,2231
M87179303,L1,JHU_UF_R,0.001060,0.000141,2469
M87179303,MD,JHU_UF_R,0.000627,0.000109,2469
M87179303,RD,JHU_UF_R,0.000410,0.000118,2469
M87179303,L1,JHU_UF_L,0.001070,0.000148,2515
M87179303,MD,JHU_UF_L,0.000655,0.000106,2515
M87179303,RD,JHU_UF_L,0.000447,0.000108,2515
M87180496,L1,JHU_CgC_L,0.001213,0.000159,2228
M87180496,MD,JHU_CgC_L,0.000781,0.000116,2228
M87180496,RD,JHU_CgC_L,0.000565,0.000121,2228
M87180496,L1,JHU_CgC_R,0.001114,0.000178,2231
M87180496,MD,JHU_CgC_R,0.000757,0.000143,2231
M87180496,RD,JHU_CgC_R,0.000579,0.000149,2231
M87180496,L1,JHU_UF_R,0.001064,0.000107,2469
M87180496,MD,JHU_UF_R,0.000638,0.000074,2469
M87180496,RD,JHU_UF_R,0.000425,0.000090,2469
M87180496,L1,JHU_UF_L,0.001117,0.000095,2515
M87180496,MD,JHU_UF_L,0.000691,0.000060,2515
M87180496,RD,JHU_UF_L,0.000478,0.000070,2515
M87181270,L1,JHU_CgC_L,0.001207,0.000158,2228
M87181270,MD,JHU_CgC_L,0.000772,0.000132,2228
M87181270,RD,JHU_CgC_L,0.000555,0.000136,2228
M87181270,L1,JHU_CgC_R,0.001169,0.000210,2231
M87181270,MD,JHU_CgC_R,0.000773,0.000173,2231
M87181270,RD,JHU_CgC_R,0.000576,0.000173,2231
M87181270,L1,JHU_UF_R,0.001020,0.000106,2469
M87181270,MD,JHU_UF_R,0.000612,0.000053,2469
M87181270,RD,JHU_UF_R,0.000408,0.000062,2469
M87181270,L1,JHU_UF_L,0.001044,0.000110,2515
M87181270,MD,JHU_UF_L,0.000650,0.000057,2515
M87181270,RD,JHU_UF_L,0.000453,0.000063,2515
M87182004,L1,JHU_CgC_L,0.001206,0.000149,2228
M87182004,MD,JHU_CgC_L,0.000793,0.000115,2228
M87182004,RD,JHU_CgC_L,0.000587,0.000122,2228
M87182004,L1,JHU_CgC_R,0.001165,0.000204,2231
M87182004,MD,JHU_CgC_R,0.000783,0.000156,2231
M87182004,RD,JHU_CgC_R,0.000592,0.000154,2231
M87182004,L1,JHU_UF_R,0.001059,0.000124,2469
M87182004,MD,JHU_UF_R,0.000652,0.000072,2469
M87182004,RD,JHU_UF_R,0.000448,0.000084,2469
M87182004,L1,JHU_UF_L,0.001082,0.000098,2515
M87182004,MD,JHU_UF_L,0.000669,0.000067,2515
M87182004,RD,JHU_UF_L,0.000462,0.000080,2515
M87183764,L1,JHU_CgC_L,0.001058,0.000133,2228
M87183764,MD,JHU_CgC_L,0.000701,0.000120,2228
M87183764,RD,JHU_CgC_L,0.000522,0.000131,2228
M87183764,L1,JHU_CgC_R,0.001048,0.000148,2231
M87183764,MD,JHU_CgC_R,0.000710,0.000126,2231
M87183764,RD,JHU_CgC_R,0.000542,0.000138,2231
M87183764,L1,JHU_UF_R,0.001037,0.000141,2469
M87183764,MD,JHU_UF_R,0.000621,0.000120,2469
M87183764,RD,JHU_UF_R,0.000413,0.000130,2469
M87183764,L1,JHU_UF_L,0.001020,0.000144,2515
M87183764,MD,JHU_UF_L,0.000626,0.000130,2515
M87183764,RD,JHU_UF_L,0.000429,0.000138,2515
M87183847,L1,JHU_CgC_L,0.001156,0.000158,2228
M87183847,MD,JHU_CgC_L,0.000734,0.000128,2228
M87183847,RD,JHU_CgC_L,0.000524,0.000139,2228
M87183847,L1,JHU_CgC_R,0.001111,0.000171,2231
M87183847,MD,JHU_CgC_R,0.000736,0.000145,2231
M87183847,RD,JHU_CgC_R,0.000548,0.000157,2231
M87183847,L1,JHU_UF_R,0.001006,0.000100,2469
M87183847,MD,JHU_UF_R,0.000605,0.000055,2469
M87183847,RD,JHU_UF_R,0.000404,0.000067,2469
M87183847,L1,JHU_UF_L,0.001062,0.000093,2515
M87183847,MD,JHU_UF_L,0.000651,0.000053,2515
M87183847,RD,JHU_UF_L,0.000446,0.000059,2515
M87184515,L1,JHU_CgC_L,0.001263,0.000173,2228
M87184515,MD,JHU_CgC_L,0.000831,0.000136,2228
M87184515,RD,JHU_CgC_L,0.000615,0.000138,2228
M87184515,L1,JHU_CgC_R,0.001184,0.000160,2231
M87184515,MD,JHU_CgC_R,0.000804,0.000130,2231
M87184515,RD,JHU_CgC_R,0.000615,0.000142,2231
M87184515,L1,JHU_UF_R,0.001095,0.000133,2469
M87184515,MD,JHU_UF_R,0.000666,0.000080,2469
M87184515,RD,JHU_UF_R,0.000451,0.000085,2469
M87184515,L1,JHU_UF_L,0.001148,0.000121,2515
M87184515,MD,JHU_UF_L,0.000728,0.000070,2515
M87184515,RD,JHU_UF_L,0.000519,0.000077,2515
M87185126,L1,JHU_CgC_L,0.001188,0.000179,2228
M87185126,MD,JHU_CgC_L,0.000819,0.000129,2228
M87185126,RD,JHU_CgC_L,0.000635,0.000125,2228
M87185126,L1,JHU_CgC_R,0.001096,0.000147,2231
M87185126,MD,JHU_CgC_R,0.000755,0.000084,2231
M87185126,RD,JHU_CgC_R,0.000585,0.000090,2231
M87185126,L1,JHU_UF_R,0.001099,0.000173,2469
M87185126,MD,JHU_UF_R,0.000681,0.000142,2469
M87185126,RD,JHU_UF_R,0.000472,0.000143,2469
M87185126,L1,JHU_UF_L,0.001071,0.000121,2515
M87185126,MD,JHU_UF_L,0.000700,0.000080,2515
M87185126,RD,JHU_UF_L,0.000514,0.000084,2515
M87185518,L1,JHU_CgC_L,0.001212,0.000154,2228
M87185518,MD,JHU_CgC_L,0.000777,0.000119,2228
M87185518,RD,JHU_CgC_L,0.000560,0.000126,2228
M87185518,L1,JHU_CgC_R,0.001172,0.000182,2231
M87185518,MD,JHU_CgC_R,0.000768,0.000108,2231
M87185518,RD,JHU_CgC_R,0.000566,0.000113,2231
M87185518,L1,JHU_UF_R,0.001058,0.000119,2469
M87185518,MD,JHU_UF_R,0.000637,0.000085,2469
M87185518,RD,JHU_UF_R,0.000427,0.000099,2469
M87185518,L1,JHU_UF_L,0.001095,0.000111,2515
M87185518,MD,JHU_UF_L,0.000654,0.000063,2515
M87185518,RD,JHU_UF_L,0.000434,0.000068,2515
M87186490,L1,JHU_CgC_L,0.001094,0.000115,2228
M87186490,MD,JHU_CgC_L,0.000723,0.000097,2228
M87186490,RD,JHU_CgC_L,0.000537,0.000116,2228
M87186490,L1,JHU_CgC_R,0.001096,0.000173,2231
M87186490,MD,JHU_CgC_R,0.000733,0.000159,2231
M87186490,RD,JHU_CgC_R,0.000551,0.000170,2231
M87186490,L1,JHU_UF_R,0.001002,0.000113,2469
M87186490,MD,JHU_UF_R,0.000602,0.000071,2469
M87186490,RD,JHU_UF_R,0.000402,0.000083,2469
M87186490,L1,JHU_UF_L,0.001058,0.000102,2515
M87186490,MD,JHU_UF_L,0.000663,0.000064,2515
M87186490,RD,JHU_UF_L,0.000466,0.000075,2515
M87187453,L1,JHU_CgC_L,0.001120,0.000111,2228
M87187453,MD,JHU_CgC_L,0.000752,0.000090,2228
M87187453,RD,JHU_CgC_L,0.000568,0.000102,2228
M87187453,L1,JHU_CgC_R,0.001143,0.000131,2231
M87187453,MD,JHU_CgC_R,0.000778,0.000124,2231
M87187453,RD,JHU_CgC_R,0.000595,0.000139,2231
M87187453,L1,JHU_UF_R,0.001077,0.000073,2469
M87187453,MD,JHU_UF_R,0.000653,0.000066,2469
M87187453,RD,JHU_UF_R,0.000441,0.000084,2469
M87187453,L1,JHU_UF_L,0.001074,0.000083,2515
M87187453,MD,JHU_UF_L,0.000683,0.000054,2515
M87187453,RD,JHU_UF_L,0.000488,0.000066,2515
M87188456,L1,JHU_CgC_L,0.001243,0.000221,2228
M87188456,MD,JHU_CgC_L,0.000784,0.000175,2228
M87188456,RD,JHU_CgC_L,0.000554,0.000175,2228
M87188456,L1,JHU_CgC_R,0.001213,0.000222,2231
M87188456,MD,JHU_CgC_R,0.000791,0.000208,2231
M87188456,RD,JHU_CgC_R,0.000580,0.000223,2231
M87188456,L1,JHU_UF_R,0.001076,0.000166,2469
M87188456,MD,JHU_UF_R,0.000640,0.000149,2469
M87188456,RD,JHU_UF_R,0.000422,0.000161,2469
M87188456,L1,JHU_UF_L,0.001099,0.000123,2515
M87188456,MD,JHU_UF_L,0.000657,0.000093,2515
M87188456,RD,JHU_UF_L,0.000436,0.000104,2515
M87191192,L1,JHU_CgC_L,0.001092,0.000130,2228
M87191192,MD,JHU_CgC_L,0.000715,0.000096,2228
M87191192,RD,JHU_CgC_L,0.000526,0.000101,2228
M87191192,L1,JHU_CgC_R,0.001081,0.000168,2231
M87191192,MD,JHU_CgC_R,0.000715,0.000151,2231
M87191192,RD,JHU_CgC_R,0.000531,0.000161,2231
M87191192,L1,JHU_UF_R,0.000994,0.000102,2469
M87191192,MD,JHU_UF_R,0.000611,0.000079,2469
M87191192,RD,JHU_UF_R,0.000420,0.000094,2469
M87191192,L1,JHU_UF_L,0.001014,0.000089,2515
M87191192,MD,JHU_UF_L,0.000634,0.000061,2515
M87191192,RD,JHU_UF_L,0.000444,0.000073,2515
M87192356,L1,JHU_CgC_L,0.001158,0.000158,2228
M87192356,MD,JHU_CgC_L,0.000756,0.000114,2228
M87192356,RD,JHU_CgC_L,0.000555,0.000118,2228
M87192356,L1,JHU_CgC_R,0.001108,0.000139,2231
M87192356,MD,JHU_CgC_R,0.000730,0.000088,2231
M87192356,RD,JHU_CgC_R,0.000541,0.000102,2231
M87192356,L1,JHU_UF_R,0.001000,0.000106,2469
M87192356,MD,JHU_UF_R,0.000600,0.000068,2469
M87192356,RD,JHU_UF_R,0.000400,0.000088,2469
M87192356,L1,JHU_UF_L,0.001046,0.000095,2515
M87192356,MD,JHU_UF_L,0.000646,0.000055,2515
M87192356,RD,JHU_UF_L,0.000445,0.000061,2515
M87192468,L1,JHU_CgC_L,0.001178,0.000161,2228
M87192468,MD,JHU_CgC_L,0.000763,0.000139,2228
M87192468,RD,JHU_CgC_L,0.000556,0.000144,2228
M87192468,L1,JHU_CgC_R,0.001147,0.000218,2231
M87192468,MD,JHU_CgC_R,0.000758,0.000183,2231
M87192468,RD,JHU_CgC_R,0.000563,0.000189,2231
M87192468,L1,JHU_UF_R,0.001046,0.000104,2469
M87192468,MD,JHU_UF_R,0.000616,0.000066,2469
M87192468,RD,JHU_UF_R,0.000402,0.000078,2469
M87192468,L1,JHU_UF_L,0.001070,0.000086,2515
M87192468,MD,JHU_UF_L,0.000666,0.000054,2515
M87192468,RD,JHU_UF_L,0.000464,0.000064,2515
M87192571,L1,JHU_CgC_L,0.001211,0.000131,2228
M87192571,MD,JHU_CgC_L,0.000811,0.000108,2228
M87192571,RD,JHU_CgC_L,0.000612,0.000114,2228
M87192571,L1,JHU_CgC_R,0.001149,0.000177,2231
M87192571,MD,JHU_CgC_R,0.000785,0.000154,2231
M87192571,RD,JHU_CgC_R,0.000603,0.000163,2231
M87192571,L1,JHU_UF_R,0.001014,0.000110,2469
M87192571,MD,JHU_UF_R,0.000619,0.000084,2469
M87192571,RD,JHU_UF_R,0.000422,0.000100,2469
M87192571,L1,JHU_UF_L,0.001092,0.000097,2515
M87192571,MD,JHU_UF_L,0.000706,0.000073,2515
M87192571,RD,JHU_UF_L,0.000513,0.000076,2515
M87195497,L1,JHU_CgC_L,0.001186,0.000175,2228
M87195497,MD,JHU_CgC_L,0.000757,0.000147,2228
M87195497,RD,JHU_CgC_L,0.000543,0.000156,2228
M87195497,L1,JHU_CgC_R,0.001094,0.000219,2231
M87195497,MD,JHU_CgC_R,0.000735,0.000207,2231
M87195497,RD,JHU_CgC_R,0.000556,0.000223,2231
M87195497,L1,JHU_UF_R,0.001048,0.000177,2469
M87195497,MD,JHU_UF_R,0.000621,0.000162,2469
M87195497,RD,JHU_UF_R,0.000408,0.000172,2469
M87195497,L1,JHU_UF_L,0.001092,0.000108,2515
M87195497,MD,JHU_UF_L,0.000660,0.000091,2515
M87195497,RD,JHU_UF_L,0.000444,0.000103,2515
M87195715,L1,JHU_CgC_L,0.001054,0.000118,2228
M87195715,MD,JHU_CgC_L,0.000706,0.000088,2228
M87195715,RD,JHU_CgC_L,0.000532,0.000096,2228
M87195715,L1,JHU_CgC_R,0.001093,0.000176,2231
M87195715,MD,JHU_CgC_R,0.000732,0.000155,2231
M87195715,RD,JHU_CgC_R,0.000552,0.000162,2231
M87195715,L1,JHU_UF_R,0.001024,0.000122,2469
M87195715,MD,JHU_UF_R,0.000617,0.000093,2469
M87195715,RD,JHU_UF_R,0.000414,0.000103,2469
M87195715,L1,JHU_UF_L,0.000985,0.000095,2515
M87195715,MD,JHU_UF_L,0.000622,0.000068,2515
M87195715,RD,JHU_UF_L,0.000441,0.000073,2515
M87195860,L1,JHU_CgC_L,0.001184,0.000174,2228
M87195860,MD,JHU_CgC_L,0.000781,0.000143,2228
M87195860,RD,JHU_CgC_L,0.000580,0.000149,2228
M87195860,L1,JHU_CgC_R,0.001180,0.000165,2231
M87195860,MD,JHU_CgC_R,0.000783,0.000126,2231
M87195860,RD,JHU_CgC_R,0.000584,0.000135,2231
M87195860,L1,JHU_UF_R,0.001103,0.000105,2469
M87195860,MD,JHU_UF_R,0.000664,0.000053,2469
M87195860,RD,JHU_UF_R,0.000445,0.000065,2469
M87195860,L1,JHU_UF_L,0.001115,0.000102,2515
M87195860,MD,JHU_UF_L,0.000685,0.000061,2515
M87195860,RD,JHU_UF_L,0.000471,0.000068,2515
M87197609,L1,JHU_CgC_L,0.001257,0.000198,2228
M87197609,MD,JHU_CgC_L,0.000801,0.000165,2228
M87197609,RD,JHU_CgC_L,0.000573,0.000164,2228
M87197609,L1,JHU_CgC_R,0.001161,0.000258,2231
M87197609,MD,JHU_CgC_R,0.000771,0.000242,2231
M87197609,RD,JHU_CgC_R,0.000577,0.000245,2231
M87197609,L1,JHU_UF_R,0.001084,0.000164,2469
M87197609,MD,JHU_UF_R,0.000632,0.000121,2469
M87197609,RD,JHU_UF_R,0.000406,0.000128,2469
M87197609,L1,JHU_UF_L,0.001165,0.000142,2515
M87197609,MD,JHU_UF_L,0.000707,0.000115,2515
M87197609,RD,JHU_UF_L,0.000478,0.000124,2515
M87197734,L1,JHU_CgC_L,0.001155,0.000196,2228
M87197734,MD,JHU_CgC_L,0.000759,0.000170,2228
M87197734,RD,JHU_CgC_L,0.000562,0.000175,2228
M87197734,L1,JHU_CgC_R,0.001220,0.000274,2231
M87197734,MD,JHU_CgC_R,0.000840,0.000253,2231
M87197734,RD,JHU_CgC_R,0.000650,0.000260,2231
M87197734,L1,JHU_UF_R,0.001025,0.000123,2469
M87197734,MD,JHU_UF_R,0.000623,0.000106,2469
M87197734,RD,JHU_UF_R,0.000422,0.000116,2469
M87197734,L1,JHU_UF_L,0.001041,0.000128,2515
M87197734,MD,JHU_UF_L,0.000658,0.000111,2515
M87197734,RD,JHU_UF_L,0.000467,0.000119,2515
M87199583,L1,JHU_CgC_L,0.001175,0.000176,2228
M87199583,MD,JHU_CgC_L,0.000790,0.000130,2228
M87199583,RD,JHU_CgC_L,0.000598,0.000124,2228
M87199583,L1,JHU_CgC_R,0.001172,0.000206,2231
M87199583,MD,JHU_CgC_R,0.000798,0.000172,2231
M87199583,RD,JHU_CgC_R,0.000612,0.000174,2231
M87199583,L1,JHU_UF_R,0.001055,0.000113,2469
M87199583,MD,JHU_UF_R,0.000648,0.000069,2469
M87199583,RD,JHU_UF_R,0.000444,0.000086,2469
M87199583,L1,JHU_UF_L,0.001076,0.000101,2515
M87199583,MD,JHU_UF_L,0.000680,0.000061,2515
M87199583,RD,JHU_UF_L,0.000483,0.000067,2515
